CustomerID,gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,DeviceProtection,PaperlessBilling,PaymentMethod,TotalCharges
0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9,Female,1,No,Yes,18,No,No,Fiber optic,Yes,Yes,Bank transfer (automatic),$1522.94
d59eced1ded07f84c145592f65bdf854358e009c5cd705f5215bf18697fed103,Female,1,Yes,No,2,Yes,No,No,Yes,No,Electronic check,$1836.19
3d914f9348c9cc0ff8a79716700b9fcd4d2f3e711608004eb8f138bcba7f14d9,Female,1,Yes,No,35,Yes,No,No,No,No,Electronic check,$435.91
73475cb40a568e8da8a045ced110137e159f890ac4da883b6b17dc651b3a8049,Male,1,No,No,42,No,Yes,No,No,No,Bank transfer (automatic),$1851.35
44cb730c420480a0477b505ae68af508fb90f96cf0ec54c6ad16949dd427f13a,Male,1,No,No,14,Yes,Yes,DSL,Yes,No,Electronic check,$464.61
71ee45a3c0db9a9865f7313dd3372cf60dca6479d46261f3542eb9346e4a04d6,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,Credit card (automatic),$1060.16
811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,Male,0,Yes,Yes,35,No,Yes,DSL,No,No,Mailed check,$687.24
25fc0e7096fc653718202dc30b0c580b8ab87eac11a700cba03a7c021bc35b0c,Male,1,No,Yes,32,No,Yes,DSL,No,No,Bank transfer (automatic),$229.02
31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,Female,1,No,Yes,4,Yes,No,No,No,No,Credit card (automatic),$105.68
98010bd9270f9b100b6214a21754fd33bdc8d41b2bc9f9dd16ff54d3c34ffd71,Male,0,Yes,No,13,No,Yes,Fiber optic,No,Yes,Bank transfer (automatic),$730.69
0e17daca5f3e175f448bacace3bc0da47d0655a74c8dd0dc497a3afbdad95f1f,Male,0,Yes,Yes,67,No,Yes,Fiber optic,No,Yes,Mailed check,$94.69
1a6562590ef19d1045d06c4055742d38288e9e6dcd71ccde5cee80f1d5a774eb,Female,0,Yes,Yes,46,No,Yes,Fiber optic,Yes,Yes,Credit card (automatic),$208.41
031b4af5197ec30a926f48cf40e11a7dbc470048a21e4003b7a3c07c5dab1baa,Male,1,Yes,Yes,53,No,Yes,Fiber optic,No,No,Credit card (automatic),$284.6
41cfc0d1f2d127b04555b7246d84019b4d27710a3f3aff6e7764375b1e06e05d,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Mailed check,$3.83
2858dcd1057d3eae7f7d5f782167e24b61153c01551450a628cee722509f6529,Male,1,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Mailed check,$306.5
2fca346db656187102ce806ac732e06a62df0dbb2829e511a770556d398e1a6e,Female,1,No,No,52,No,No,Fiber optic,No,Yes,Electronic check,$1154.56
02d20bbd7e394ad5999a4cebabac9619732c343a4cac99470c03e23ba2bdc2bc,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,Credit card (automatic),$1639.05
7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,Male,1,Yes,No,45,No,No,Fiber optic,No,Yes,Mailed check,$386.86
c837649cce43f2729138e72cc315207057ac82599a59be72765a477f22d14a54,Female,1,Yes,Yes,53,No,No,DSL,Yes,Yes,Mailed check,$161.75
6208ef0f7750c111548cf90b6ea1d0d0a66f6bff40dbef07cb45ec436263c7d6,Female,1,Yes,Yes,36,Yes,No,No,No,No,Credit card (automatic),$1459.03
3e1e967e9b793e908f8eae83c74dba9bcccce6a5535b4b462bd9994537bfe15c,Female,1,No,Yes,22,Yes,Yes,No,No,No,Electronic check,$16.33
39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Bank transfer (automatic),$1468.32
d029fa3a95e174a19934857f535eb9427d967218a36ea014b70ad704bc6c8d1c,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Electronic check,$262.23
81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,Female,1,No,Yes,65,No,No,DSL,Yes,Yes,Mailed check,$456.57
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,Female,1,No,Yes,60,No,No,Fiber optic,Yes,No,Bank transfer (automatic),$240.14
a68b412c4282555f15546cf6e1fc42893b7e07f271557ceb021821098dd66c1b,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Bank transfer (automatic),$494.68
108c995b953c8a35561103e2014cf828eb654a99e310f87fab94c2f4b7d2a04f,Male,1,No,No,49,No,Yes,DSL,No,No,Electronic check,$1596.35
3ada92f28b4ceda38562ebf047c6ff05400d4c572352a1142eedfef67d21e662,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Bank transfer (automatic),$265.09
49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8,Female,1,No,Yes,0,Yes,No,Fiber optic,No,Yes,Mailed check,$1988.33
a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf,Male,1,Yes,Yes,39,Yes,Yes,No,No,No,Credit card (automatic),$654.2
c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4,Male,0,Yes,Yes,31,No,Yes,No,No,Yes,Credit card (automatic),$1843.94
ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a,Male,0,Yes,No,21,No,No,No,No,No,Credit card (automatic),$380.07
7f2253d7e228b22a08bda1f09c516f6fead81df6536eb02fa991a34bb38d9be8,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Electronic check,$375.8
8722616204217eddb39e7df969e0698aed8e599ba62ed2de1ce49b03ade0fede,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,Credit card (automatic),$1130.67
96061e92f58e4bdcdee73df36183fe3ac64747c81c26f6c83aada8d2aabb1864,Male,1,No,Yes,37,Yes,Yes,No,Yes,Yes,Credit card (automatic),$101.2
eb624dbe56eb6620ae62080c10a273cab73ae8eca98ab17b731446a31c79393a,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Credit card (automatic),$1602.01
f369cb89fc627e668987007d121ed1eacdc01db9e28f8bb26f358b7d8c4f08ac,Male,1,Yes,No,54,No,Yes,No,No,No,Bank transfer (automatic),$879.23
f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Male,0,No,Yes,54,No,No,DSL,Yes,No,Bank transfer (automatic),$1398.39
a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,Bank transfer (automatic),$349.26
349c41201b62db851192665c504b350ff98c6b45fb62a8a2161f78b6534d8de9,Female,1,Yes,Yes,59,Yes,No,DSL,Yes,No,Mailed check,$1284.71
98a3ab7c340e8a033e7b37b6ef9428751581760af67bbab2b9e05d4964a8874a,Male,0,No,No,7,No,No,DSL,No,No,Mailed check,$1188.14
48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Mailed check,$1511.32
5316ca1c5ddca8e6ceccfce58f3b8540e540ee22f6180fb89492904051b3d531,Male,0,No,Yes,71,No,Yes,DSL,Yes,Yes,Credit card (automatic),$594.8
a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38,Female,0,No,No,8,No,No,Fiber optic,No,No,Bank transfer (automatic),$1866.33
bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,Male,1,Yes,No,1,Yes,Yes,No,No,Yes,Mailed check,$1922.6
44c8031cb036a7350d8b9b8603af662a4b9cdbd2f96e8d5de5af435c9c35da69,Female,1,No,No,69,No,No,DSL,Yes,No,Electronic check,$1736.25
b4944c6ff08dc6f43da2e9c824669b7d927dd1fa976fadc7b456881f51bf5ccc,Female,0,Yes,No,58,No,No,No,No,Yes,Bank transfer (automatic),$1144.07
434c9b5ae514646bbd91b50032ca579efec8f22bf0b4aac12e65997c418e0dd6,Male,0,Yes,No,18,No,Yes,No,No,No,Credit card (automatic),$840.58
bdd2d3af3a5a1213497d4f1f7bfcda898274fe9cb5401bbc0190885664708fc2,Female,0,No,Yes,27,No,Yes,Fiber optic,Yes,Yes,Bank transfer (automatic),$115.98
8b940be7fb78aaa6b6567dd7a3987996947460df1c668e698eb92ca77e425349,Male,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Credit card (automatic),$1894.46
cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,Male,1,No,No,13,No,No,DSL,Yes,No,Mailed check,$1903.56
69f59c273b6e669ac32a6dd5e1b2cb63333d8b004f9696447aee2d422ce63763,Male,1,Yes,No,23,No,No,Fiber optic,No,Yes,Credit card (automatic),$37.38
1da51b8d8ff98f6a48f80ae79fe3ca6c26e1abb7b7d125259255d6d2b875ea08,Male,1,No,Yes,43,No,Yes,Fiber optic,Yes,No,Credit card (automatic),$713.78
8241649609f88ccd2a0a5b233a07a538ec313ff6adf695aa44a969dbca39f67d,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Electronic check,$1760.07
6e4001871c0cf27c7634ef1dc478408f642410fd3a444e2a88e301f5c4a35a4d,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Bank transfer (automatic),$161.7
e3d6c4d4599e00882384ca981ee287ed961fa5f3828e2adb5e9ea890ab0d0525,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Credit card (automatic),$393.13
ad48ff99415b2f007dc35b7eb553fd1eb35ebfa2f2f308acd9488eeb86f71fa8,Male,1,No,Yes,49,No,No,No,No,No,Electronic check,$1957.35
7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Electronic check,$1694.58
d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,Male,1,No,No,65,Yes,No,DSL,Yes,Yes,Electronic check,$1824.13
29db0c6782dbd5000559ef4d9e953e300e2b479eed26d887ef3f92b921c06a67,Male,1,No,Yes,24,Yes,Yes,DSL,Yes,No,Mailed check,$284.31
8c1f1046219ddd216a023f792356ddf127fce372a72ec9b4cdac989ee5b0b455,Female,0,No,No,60,No,Yes,Fiber optic,Yes,No,Mailed check,$422.63
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,Credit card (automatic),$1210.83
16dc368a89b428b2485484313ba67a3912ca03f2b2b42429174a4f8b3dc84e44,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Bank transfer (automatic),$1003.48
37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,Male,1,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Mailed check,$597.01
454f63ac30c8322997ef025edff6abd23e0dbe7b8a3d5126a894e4a168c1b59b,Male,1,Yes,No,35,No,Yes,Fiber optic,No,Yes,Mailed check,$1767.69
5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,Male,0,No,No,8,No,No,DSL,No,Yes,Credit card (automatic),$1802.78
1253e9373e781b7500266caa55150e08e210bc8cd8cc70d89985e3600155e860,Male,0,No,Yes,35,Yes,No,No,Yes,Yes,Credit card (automatic),$583.37
482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Mailed check,$311.51
3346f2bbf6c34bd2dbe28bd1bb657d0e9c37392a1d5ec9929e6a5df4763ddc2d,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Credit card (automatic),$298.18
9537f32ec7599e1ae953af6c9f929fe747ff9dadf79a9beff1f304c550173011,Male,1,Yes,No,41,No,Yes,Fiber optic,Yes,No,Electronic check,$968.85
0fd42b3f73c448b34940b339f87d07adf116b05c0227aad72e8f0ee90533e699,Female,1,Yes,No,60,No,No,DSL,Yes,No,Credit card (automatic),$265.84
9bdb2af6799204a299c603994b8e400e4b1fd625efdb74066cc869fee42c9df3,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Electronic check,$946.68
f6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc981a929ad5cf810a090e11ae,Female,0,Yes,No,60,No,Yes,No,Yes,No,Mailed check,$923.87
b1556dea32e9d0cdbfed038fd7787275775ea40939c146a64e205bcb349ad02f,Male,0,Yes,Yes,17,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),$1768.22
6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,Male,0,No,Yes,69,No,No,No,No,Yes,Electronic check,$592.42
9f1f9dce319c4700ef28ec8c53bd3cc8e6abe64c68385479ab89215806a5bdd6,Female,1,No,Yes,14,Yes,No,No,Yes,No,Bank transfer (automatic),$1121.3
28dae7c8bde2f3ca608f86d0e16a214dee74c74bee011cdfdd46bc04b655bc14,Male,1,Yes,Yes,47,No,Yes,DSL,No,No,Mailed check,$1487.0
e5b861a6d8a966dfca7e7341cd3eb6be9901688d547a72ebed0b1f5e14f3d08d,Female,1,No,No,71,Yes,No,No,Yes,No,Credit card (automatic),$1191.83
2ac878b0e2180616993b4b6aa71e61166fdc86c28d47e359d0ee537eb11d46d3,Male,0,No,No,12,No,No,Fiber optic,No,Yes,Electronic check,$1908.14
85daaf6f7055cd5736287faed9603d712920092c4f8fd0097ec3b650bf27530e,Male,1,Yes,Yes,42,Yes,No,DSL,No,No,Electronic check,$1204.55
3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,Female,0,Yes,No,59,Yes,No,DSL,No,No,Mailed check,$1803.72
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,Male,0,No,Yes,56,Yes,No,DSL,No,No,Mailed check,$490.11
89aa1e580023722db67646e8149eb246c748e180e34a1cf679ab0b41a416d904,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Credit card (automatic),$1121.51
1be00341082e25c4e251ca6713e767f7131a2823b0052caf9c9b006ec512f6cb,Male,0,Yes,No,16,No,No,DSL,Yes,No,Bank transfer (automatic),$1086.61
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Electronic check,$1978.9
6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1ac0025f490cca1285ceaf1487,Female,0,Yes,Yes,31,No,No,No,Yes,No,Bank transfer (automatic),$409.01
0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,Male,1,No,Yes,21,No,Yes,DSL,Yes,No,Electronic check,$281.99
65a699905c02619370bcf9207f5a477c3d67130ca71ec6f750e07fe8d510b084,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Electronic check,$1223.34
922c7954216ccfe7a61def609305ce1dc7c67e225f873f256d30d7a8ee4f404c,Female,1,No,Yes,56,Yes,Yes,DSL,No,Yes,Credit card (automatic),$447.38
2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,Male,1,No,Yes,12,Yes,No,No,Yes,No,Electronic check,$1278.31
6566230e3a3ce3774c1bbc7c18b590ae0f457bbcd511e90e3e7dca2a02e7addc,Male,0,No,No,46,Yes,No,DSL,No,No,Electronic check,$1944.98
38d66d9692ac590000a91b03a88da1c88d51fab2b78f63171f553ecc551a0c6f,Male,0,Yes,Yes,61,No,No,No,Yes,Yes,Mailed check,$1893.01
eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,Female,0,Yes,No,53,No,Yes,DSL,No,Yes,Credit card (automatic),$462.21
dbb1ded63bc70732626c5dfe6c7f50ced3d560e970f30b15335ac290358748f6,Female,1,Yes,No,28,No,Yes,Fiber optic,No,No,Mailed check,$341.79
d2f483672c0239f6d7dd3c9ecee6deacbcd59185855625902a8b1c1a3bd67440,Female,0,Yes,No,21,No,No,No,Yes,Yes,Electronic check,$1121.48
5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,Yes,Credit card (automatic),$1173.55
13671077b66a29874a2578b5240319092ef2a1043228e433e9b006b5e53e7513,Female,0,No,No,28,No,Yes,No,No,No,Electronic check,$1324.5
36ebe205bcdfc499a25e6923f4450fa8d48196ceb4fa0ce077d9d8ec4a36926d,Female,0,Yes,No,47,Yes,No,No,Yes,No,Credit card (automatic),$1482.98
d80eae6e96d148b3b2abbbc6760077b66c4ea071f847dab573d507a32c4d99a5,Female,1,No,Yes,4,Yes,No,Fiber optic,Yes,No,Bank transfer (automatic),$1201.91
d6a4031733610bb080d0bfa794fcc9dbdcff74834aeaab7c6b927e21e9754037,Female,1,Yes,Yes,34,No,Yes,Fiber optic,Yes,Yes,Bank transfer (automatic),$223.51
8d27ba37c5d810106b55f3fd6cdb35842007e88754184bfc0e6035f9bcede633,Female,0,Yes,Yes,70,No,No,Fiber optic,Yes,No,Credit card (automatic),$1580.32
dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,Male,1,Yes,Yes,45,No,Yes,Fiber optic,No,No,Electronic check,$159.03
2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffac2b898e6e77751bdcd20ebf5,Female,1,No,No,34,No,Yes,No,No,Yes,Credit card (automatic),$39.99
d4ee9f58e5860574ca98e3b4839391e7a356328d4bd6afecefc2381df5f5b41b,Male,1,No,Yes,44,No,Yes,No,No,No,Electronic check,$1539.32
d6f0c71ef0c88e45e4b3a2118fcb83b0def392d759c901e9d755d0e879028727,Male,1,No,Yes,12,No,No,DSL,No,Yes,Bank transfer (automatic),$1096.71
5ec1a0c99d428601ce42b407ae9c675e0836a8ba591c8ca6e2a2cf5563d97ff0,Male,1,No,Yes,9,Yes,Yes,DSL,Yes,Yes,Electronic check,$1397.18
be47addbcb8f60566a3d7fd5a36f8195798e2848b368195d9a5d20e007c59a0c,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Mailed check,$765.49
0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,Bank transfer (automatic),$22.18
1d28c120568c10e19b9d8abe8b66d0983fa3d2e11ee7751aca50f83c6f4a43aa,Female,1,No,Yes,71,No,No,No,No,Yes,Mailed check,$662.03
ec2e990b934dde55cb87300629cedfc21b15cd28bbcf77d8bbdc55359d7689da,Female,0,No,No,24,Yes,Yes,No,No,No,Bank transfer (automatic),$1216.27
05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,Male,0,Yes,Yes,43,Yes,No,DSL,No,Yes,Bank transfer (automatic),$451.41
9ae2bdd7beedc2e766c6b76585530e16925115707dc7a06ab5ee4aa2776b2c7b,Female,1,Yes,No,59,Yes,No,DSL,No,Yes,Mailed check,$1375.61
8e612bd1f5d132a339575b8dafb7842c64614e56bcf3d5ab65a0bc4b34329407,Female,0,No,No,46,Yes,Yes,No,Yes,No,Credit card (automatic),$1588.8
043066daf2109523a7490d4bfad4766da5719950a2b5f96d192fc0537e84f32a,Female,1,No,Yes,39,Yes,No,Fiber optic,Yes,No,Electronic check,$908.53
620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,Female,1,No,No,6,Yes,Yes,DSL,Yes,Yes,Bank transfer (automatic),$1751.44
1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,Female,0,No,Yes,45,No,No,DSL,No,Yes,Electronic check,$1709.63
210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,Male,1,Yes,No,22,No,No,No,No,No,Bank transfer (automatic),$1756.12
0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,Female,1,No,No,45,No,Yes,No,No,Yes,Electronic check,$1322.07
c75de23d89df36ba921287616ee8edb4c986e328a78e033e57c1e5e2b59c838e,Male,1,No,No,12,Yes,Yes,DSL,No,Yes,Bank transfer (automatic),$609.58
7ed8f0f3b707956d9fb1e889e11153e0aa0a854983081d262fbe5eede32da7ca,Female,1,No,Yes,20,No,No,DSL,No,Yes,Credit card (automatic),$962.5
ff2ccb6ba423d356bd549ed4bfb76e96976a0dcde05a09996a1cdb9f83422ec4,Male,1,Yes,No,0,No,No,Fiber optic,No,No,Bank transfer (automatic),$1421.02
a512db2741cd20693e4b16f19891e72b9ff12cead72761fc5e92d2aaf34740c1,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Credit card (automatic),$421.13
